"Category","Item","Count","Files","Recommendation"
"sizing","w-12","45","app/api-docs/page.tsx; app/dashboard/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; components/agents/VoiceControlInterface.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/accessibility/AccessibilityPanel.tsx; components/analytics/ConsentBanner.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/DocumentPreview.tsx; components/documents/DocumentViewer.tsx; components/documents/EnhancedDocumentUpload.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/layouts/NotebookLMLayout.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/sections/TrustSignals.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/DownloadInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/SettingsDashboard.tsx; components/workspace/SimpleTranslationInterface.tsx; components/__tests__/ui/dashboard.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","border-b-2","13","app/api-docs/page.tsx; app/admin/invites/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/insights/page.tsx; components/analytics/analytics-dashboard.tsx; components/documents/DocumentViewer.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/TemplateMarketplace.tsx; components/__tests__/ui/dashboard.test.tsx; lib/i18n/provider.tsx","Consider tokenizing"
"colors","border-black","1","app/api-docs/page.tsx","OK"
"typography","text-red-600","31","app/api-docs/page.tsx; app/demo/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/agents/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/auth/AuthModal.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/EnhancedDocumentUpload.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/monitoring/ProductionDashboard.tsx; components/performance/ComponentProfiler.tsx; components/performance/PerformanceDashboard.tsx; components/panels/SourcesPanel.tsx; components/security/security-dashboard.tsx; components/security/two-factor-setup.tsx; components/workflow/workflow-dashboard.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/SimpleTranslationInterface.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx; lib/error-tracking/error-boundary.tsx","Consider tokenizing"
"colors","bg-black","14","app/api-docs/page.tsx; components/auth/InviteRedemptionModal.tsx; components/documents/DocumentPreview.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/ui/FeatureDiscovery.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/EnhancedDocumentInterface.tsx; components/workspace/EnterpriseDashboard.tsx","Consider tokenizing"
"sizing","max-w-7xl","20","app/api-docs/page.tsx; app/community/page.tsx; app/blog/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/admin/monitor/page.tsx; app/dashboard/agents/page.tsx; components/admin/AdminDashboard.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/invite/InviteRedemptionPage.tsx; components/security/security-dashboard.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workflow/workflow-dashboard.tsx; components/__tests__/layout/navbar.test.tsx","Consider tokenizing"
"typography","text-3xl","19","app/api-docs/page.tsx; app/community/page.tsx; app/features/page.tsx; app/landing/page.tsx; app/dashboard/documents/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/agents/AgentSwarmInterface.tsx; components/admin/CostTrackingDashboard.tsx; components/admin/MonitoringDashboard.tsx; components/admin/RealTimeCostDashboard.tsx; components/monitoring/ProductionDashboard.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/AIOnboarding.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/ui/dashboard.test.tsx","Consider tokenizing"
"typography","text-gray-300","15","app/api-docs/page.tsx; app/dashboard/page.tsx; app/landing/page.tsx; app/dashboard/history/page.tsx; app/dashboard/workflows/page.tsx; components/documents/AgentVisualization.tsx; components/layouts/NotebookLMLayout.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/sections/CommunityProof.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"colors","border-t","31","app/api-docs/page.tsx; app/beta/page.tsx; app/landing/page.tsx; app/workspace-v2/page.tsx; app/dashboard/history/page.tsx; app/blog/[id]/page.tsx; app/dashboard/enterprise/analytics/page.tsx; app/dashboard/enterprise/insights/page.tsx; components/ErrorBoundary/GlobalErrorBoundary.tsx; components/analytics/ConsentBanner.tsx; components/auth/AuthModal.tsx; components/auth/CreditDisplay.tsx; components/auth/InviteRedemptionModal.tsx; components/auth/UnifiedUserMenu.tsx; components/documents/DocumentPreview.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/error-tracking/ErrorReportDialog.tsx; components/onboarding/AIOnboarding.tsx; components/onboarding/SmartUserJourney.tsx; components/layouts/NotebookLMLayout.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/ui/ErrorBoundary.tsx; components/ui/language-selector.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/DocumentInteractionHub.tsx; components/workspace/SwarmIntelligenceDashboard.tsx; components/__tests__/layout/navbar.test.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/PredictiveInsights.tsx","Consider tokenizing"
"spacing","mt-12","3","app/api-docs/page.tsx; app/blog/[id]/page.tsx; components/sections/ProductShowcase.tsx","OK"
"typography","text-black","2","app/api-docs/page.tsx; app/enterprise/page.tsx","OK"
"other","hover:underline","5","app/api-docs/page.tsx; app/beta/page.tsx; app/dashboard/agents/page.tsx; components/auth/AuthModal.tsx; components/ui/BlogCard.tsx","Consider tokenizing"
"other","relative","45","app/community/page.tsx; app/blog/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/dashboard/history/page.tsx; app/dashboard/workflows/page.tsx; app/blog/[id]/page.tsx; components/agents/AgentSwarmInterface.tsx; components/agents/VoiceControlInterface.tsx; components/admin/AdminDashboard.tsx; components/accessibility/AccessibilityPanel.tsx; components/auth/AuthModal.tsx; components/auth/CreditDisplay.tsx; components/credits/CreditHUD.tsx; components/documents/AgentVisualization.tsx; components/documents/DocumentTranslator.tsx; components/documents/DocumentUpload.tsx; components/documents/DocumentViewer.tsx; components/documents/EnhancedDocumentUpload.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/onboarding/AIOnboarding.tsx; components/optimization/OptimizedComponentWrapper.tsx; components/layouts/MobileNotebookLMLayout.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/panels/SourcesPanel.tsx; components/theme/ThemeToggle.tsx; components/security/security-dashboard.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/ui/Button.tsx; components/ui/FeatureCard.tsx; components/ui/FeatureHint.tsx; components/ui/Toast.tsx; components/ui/language-selector.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workflows/WorkflowBuilder.tsx; components/workspace/ContextualAssistant.tsx; components/workspace/EnterpriseDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/SimpleTranslationInterface.tsx","Consider tokenizing"
"other","via-white","4","app/community/page.tsx; app/landing/page.tsx; components/invite/InviteRedemptionPage.tsx; components/payment/PaymentResult.tsx","Consider tokenizing"
"other","to-purple-50","4","app/community/page.tsx; app/landing/page.tsx; components/invite/InviteRedemptionPage.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx","Consider tokenizing"
"spacing","py-24","4","app/community/page.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx","Consider tokenizing"
"spacing","sm:px-6","15","app/community/page.tsx; app/blog/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; components/analytics/analytics-dashboard.tsx; components/invite/InviteRedemptionPage.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/security/security-dashboard.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workflow/workflow-dashboard.tsx; components/__tests__/layout/navbar.test.tsx","Consider tokenizing"
"spacing","lg:px-8","16","app/community/page.tsx; app/blog/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; components/analytics/analytics-dashboard.tsx; components/invite/InviteRedemptionPage.tsx; components/navigation/ModernNavbar.tsx; components/pricing/PricingPage.tsx; components/security/security-dashboard.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/workflow/workflow-dashboard.tsx; components/__tests__/layout/navbar.test.tsx","Consider tokenizing"
"spacing","mb-16","10","app/community/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; components/invite/InviteRedemptionPage.tsx; components/pricing/PricingPage.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx","Consider tokenizing"
"typography","lg:text-6xl","1","app/community/page.tsx","OK"
"sizing","max-w-3xl","6","app/community/page.tsx; app/enterprise/page.tsx; components/pricing/PricingPage.tsx; components/sections/CommunityProof.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx","Consider tokenizing"
"spacing","mb-12","13","app/community/page.tsx; app/demo/page.tsx; app/documents/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/blog/[id]/page.tsx; components/invite/InviteRedemptionPage.tsx; components/pricing/PricingPage.tsx; components/sections/ModernHero.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx","Consider tokenizing"
"layout","grid-cols-2","29","app/community/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/admin/monitor/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/agents/AIInterfaceRefinement.tsx; components/agents/AgentSwarmInterface.tsx; components/auth/AuthModal.tsx; components/documents/AgentVisualization.tsx; components/documents/DocumentPreview.tsx; components/documents/DocumentTranslator.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/PerformanceAccessibilityMonitor.tsx; components/onboarding/AIFeatureIntroduction.tsx; components/onboarding/SmartUserJourney.tsx; components/performance/ComponentProfiler.tsx; components/panels/ExportPanel.tsx; components/panels/SourcesPanel.tsx; components/security/two-factor-setup.tsx; components/sections/CommunityProof.tsx; components/sections/TrustSignals.tsx; components/ui/StudioActions.tsx; components/workflows/AutomationManager.tsx; components/workflows/TemplateMarketplace.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/IntelligenceHub.tsx; components/workspace/PersonalizedRecommendations.tsx; components/workspace/dashboard/CrossDocumentIntelligence.tsx; components/workspace/dashboard/EnterpriseFeatures.tsx","Consider tokenizing"
"layout","lg:grid-cols-4","22","app/community/page.tsx; app/dashboard/page.tsx; app/documents/page.tsx; app/support/page.tsx; app/admin/monitor/page.tsx; app/dashboard/analytics/page.tsx; app/dashboard/workflows/page.tsx; app/dashboard/enterprise/analytics/page.tsx; components/admin/RealTimeCostDashboard.tsx; components/analytics/analytics-dashboard.tsx; components/enterprise/AdvancedMetricsDashboard.tsx; components/monitoring/ProductionDashboard.tsx; components/pricing/PricingPage.tsx; components/sections/CommunityProof.tsx; components/sections/ModernHero.tsx; components/sections/TrustSignals.tsx; components/ui/StudioActions.tsx; components/workflows/AutomationManager.tsx; components/workspace/AnalyticsDashboard.tsx; components/workspace/ApiDeveloperPortal.tsx; components/workspace/EnterpriseDashboard.tsx; components/__tests__/ui/dashboard.test.tsx","Consider tokenizing"
"sizing","max-w-4xl","17","app/community/page.tsx; app/blog/page.tsx; app/demo/page.tsx; app/features/page.tsx; app/enterprise/page.tsx; app/landing/page.tsx; app/support/page.tsx; app/blog/[id]/page.tsx; components/analytics/ConsentBanner.tsx; components/analytics/report-builder.tsx; components/billing/BillingPage.tsx; components/documents/BatchUpload.tsx; components/invite/InviteRedemptionPage.tsx; components/onboarding/AIOnboarding.tsx; components/pricing/PricingPage.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/WorkspaceSkeleton.tsx","Consider tokenizing"
"typography","lg:text-4xl","2","app/community/page.tsx; components/sections/TrustSignals.tsx","OK"
"colors","border-2","22","app/community/page.tsx; app/beta/page.tsx; app/landing/page.tsx; app/admin/invites/page.tsx; app/dashboard/agents/page.tsx; components/agents/VoiceControlInterface.tsx; components/documents/AgentVisualization.tsx; components/documents/BatchUpload.tsx; components/documents/EnhancedDocumentUpload.tsx; components/documents/SmartDocumentWorkflow.tsx; components/invite/InviteRedemptionPage.tsx; components/error-tracking/ErrorReportDialog.tsx; components/monitoring/ProductionDashboard.tsx; components/pricing/PricingPage.tsx; components/performance/PerformanceDashboard.tsx; components/transitions/PageTransition.tsx; components/sections/ProductShowcase.tsx; components/sections/TrustSignals.tsx; components/ui/Button.tsx; components/workflow/workflow-builder.tsx; components/workspace/BatchProcessingInterface.tsx; components/workspace/SimpleTranslationInterface.tsx","Consider tokenizing"
